Nombre,Habitantes,CodigoPostal,Provincia,Division,Pais
Fernán Caballero,965,13040,Ciudad Real,Castilla-La Mancha,España
Fontanarejo,223,13041,Ciudad Real,Castilla-La Mancha,España
Fuencaliente,1007,13042,Ciudad Real,Castilla-La Mancha,España
Fuenllana,189,13043,Ciudad Real,Castilla-La Mancha,España
Fuente el Fresno,3011,13044,Ciudad Real,Castilla-La Mancha,España
Granátula de Calatrava,683,13045,Ciudad Real,Castilla-La Mancha,España
Guadalmez,709,13046,Ciudad Real,Castilla-La Mancha,España
Herencia,8661,13047,Ciudad Real,Castilla-La Mancha,España
Hinojosas de Calatrava,506,13048,Ciudad Real,Castilla-La Mancha,España
Horcajo de los Montes,798,13049,Ciudad Real,Castilla-La Mancha,España
Las Labores,550,13050,Ciudad Real,Castilla-La Mancha,España
Luciana,350,13051,Ciudad Real,Castilla-La Mancha,España
Malagón,7827,13052,Ciudad Real,Castilla-La Mancha,España
Manzanares,17728,13053,Ciudad Real,Castilla-La Mancha,España
Membrilla,5793,13054,Ciudad Real,Castilla-La Mancha,España
Mestanza,634,13055,Ciudad Real,Castilla-La Mancha,España
Miguelturra,15924,13056,Ciudad Real,Castilla-La Mancha,España
Montiel,1167,13057,Ciudad Real,Castilla-La Mancha,España
Moral de Calatrava,5184,13058,Ciudad Real,Castilla-La Mancha,España
Navalpino,193,13059,Ciudad Real,Castilla-La Mancha,España
Navas de Estena,269,13060,Ciudad Real,Castilla-La Mancha,España
Pedro Muñoz,7585,13061,Ciudad Real,Castilla-La Mancha,España
Picón,690,13062,Ciudad Real,Castilla-La Mancha,España
Piedrabuena,4305,13063,Ciudad Real,Castilla-La Mancha,España
Poblete,2998,13064,Ciudad Real,Castilla-La Mancha,España
Porzuna,3529,13065,Ciudad Real,Castilla-La Mancha,España
Pozuelo de Calatrava,4055,13066,Ciudad Real,Castilla-La Mancha,España
Los Pozuelos de Calatrava,326,13067,Ciudad Real,Castilla-La Mancha,España
Puebla de Don Rodrigo,1148,13068,Ciudad Real,Castilla-La Mancha,España
Puebla del Príncipe,648,13069,Ciudad Real,Castilla-La Mancha,España
Puerto Lápice,824,13070,Ciudad Real,Castilla-La Mancha,España
Puertollano,45565,13071,Ciudad Real,Castilla-La Mancha,España
Retuerta del Bullaque,854,13072,Ciudad Real,Castilla-La Mancha,España
Saceruela,520,13073,Ciudad Real,Castilla-La Mancha,España
San Carlos del Valle,1055,13074,Ciudad Real,Castilla-La Mancha,España
San Lorenzo de Calatrava,189,13075,Ciudad Real,Castilla-La Mancha,España
Santa Cruz de los Cáñamos,463,13076,Ciudad Real,Castilla-La Mancha,España
Santa Cruz de Mudela,3881,13077,Ciudad Real,Castilla-La Mancha,España
Socuéllamos,12172,13078,Ciudad Real,Castilla-La Mancha,España
La Solana,15242,13079,Ciudad Real,Castilla-La Mancha,España
Solana del Pino,333,13080,Ciudad Real,Castilla-La Mancha,España
Terrinches,574,13081,Ciudad Real,Castilla-La Mancha,España
Tomelloso,37060,13082,Ciudad Real,Castilla-La Mancha,España
Torralba de Calatrava,3068,13083,Ciudad Real,Castilla-La Mancha,España
Torre de Juan Abad,928,13084,Ciudad Real,Castilla-La Mancha,España
Torrenueva,2645,13085,Ciudad Real,Castilla-La Mancha,España
Valdemanco del Esteras,157,13086,Ciudad Real,Castilla-La Mancha,España
Valdepeñas,30782,13087,Ciudad Real,Castilla-La Mancha,España
Valenzuela de Calatrava,638,13088,Ciudad Real,Castilla-La Mancha,España
Villahermosa,1712,13089,Ciudad Real,Castilla-La Mancha,España
Villamanrique,1050,13090,Ciudad Real,Castilla-La Mancha,España
Villamayor de Calatrava,611,13091,Ciudad Real,Castilla-La Mancha,España
Villanueva de la Fuente,1831,13092,Ciudad Real,Castilla-La Mancha,España
Villanueva de los Infantes,4733,13093,Ciudad Real,Castilla-La Mancha,España
Villanueva de San Carlos,261,13094,Ciudad Real,Castilla-La Mancha,España
Villar del Pozo,45,13095,Ciudad Real,Castilla-La Mancha,España
Villarrubia de los Ojos,9512,13096,Ciudad Real,Castilla-La Mancha,España
Villarta de San Juan,2681,13097,Ciudad Real,Castilla-La Mancha,España
Viso del Marqués,2091,13098,Ciudad Real,Castilla-La Mancha,España
El Robledo,1078,13901,Ciudad Real,Castilla-La Mancha,España
Ruidera,529,13902,Ciudad Real,Castilla-La Mancha,España
Arenales de San Gregorio,626,13903,Ciudad Real,Castilla-La Mancha,España
Llanos del Caudillo,651,13904,Ciudad Real,Castilla-La Mancha,España
Adamuz,4100,14001,Córdoba,Andalucía,España
Aguilar de la Frontera,13130,14002,Córdoba,Andalucía,España
Alcaracejos,1512,14003,Córdoba,Andalucía,España
Almedinilla,2302,14004,Córdoba,Andalucía,España
Almodóvar del Río,8040,14005,Córdoba,Andalucía,España
Añora,1487,14006,Córdoba,Andalucía,España
Baena,18386,14007,Córdoba,Andalucía,España
Belalcázar,3093,14008,Córdoba,Andalucía,España
Belmez,2833,14009,Córdoba,Andalucía,España
Benamejí,4895,14010,Córdoba,Andalucía,España
Los Blázquez,619,14011,Córdoba,Andalucía,España
Bujalance,7065,14012,Córdoba,Andalucía,España
Cabra,19995,14013,Córdoba,Andalucía,España
Cañete de las Torres,2766,14014,Córdoba,Andalucía,España
Carcabuey,2302,14015,Córdoba,Andalucía,España
Cardeña,1387,14016,Córdoba,Andalucía,España
La Carlota,14503,14017,Córdoba,Andalucía,España
El Carpio,4327,14018,Córdoba,Andalucía,España
Castro del Río,7597,14019,Córdoba,Andalucía,España
Conquista,367,14020,Córdoba,Andalucía,España
Córdoba,323262,14021,Córdoba,Andalucía,España
Doña Mencía,4465,14022,Córdoba,Andalucía,España
Dos Torres,2340,14023,Córdoba,Andalucía,España
Encinas Reales,2208,14024,Córdoba,Andalucía,España
Espejo,3175,14025,Córdoba,Andalucía,España
Espiel,2326,14026,Córdoba,Andalucía,España
Fernán-Núñez,9670,14027,Córdoba,Andalucía,España
Fuente la Lancha,330,14028,Córdoba,Andalucía,España
Fuente Obejuna,4309,14029,Córdoba,Andalucía,España
Fuente Palmera,9883,14030,Córdoba,Andalucía,España
Fuente-Tójar,666,14031,Córdoba,Andalucía,España
La Granjuela,412,14032,Córdoba,Andalucía,España
Guadalcázar,1589,14033,Córdoba,Andalucía,España
El Guijo,342,14034,Córdoba,Andalucía,España
Hinojosa del Duque,6534,14035,Córdoba,Andalucía,España
Hornachuelos,4383,14036,Córdoba,Andalucía,España
Iznájar,3676,14037,Córdoba,Andalucía,España
Lucena,43408,14038,Córdoba,Andalucía,España
Luque,2796,14039,Córdoba,Andalucía,España
Montalbán de Córdoba,4401,14040,Córdoba,Andalucía,España
Montemayor,3859,14041,Córdoba,Andalucía,España
Montilla,22305,14042,Córdoba,Andalucía,España
Montoro,9004,14043,Córdoba,Andalucía,España
Monturque,1929,14044,Córdoba,Andalucía,España
Moriles,3667,14045,Córdoba,Andalucía,España
Nueva Carteya,5235,14046,Córdoba,Andalucía,España
Obejo,2101,14047,Córdoba,Andalucía,España
Palenciana,1431,14048,Córdoba,Andalucía,España
Palma del Río,20438,14049,Córdoba,Andalucía,España
Pedro Abad,2794,14050,Córdoba,Andalucía,España
Pedroche,1441,14051,Córdoba,Andalucía,España
Peñarroya-Pueblonuevo,10244,14052,Córdoba,Andalucía,España
Posadas,7273,14053,Córdoba,Andalucía,España
Pozoblanco,16931,14054,Córdoba,Andalucía,España
Priego de Córdoba,21764,14055,Córdoba,Andalucía,España
Puente Genil,29963,14056,Córdoba,Andalucía,España
La Rambla,7412,14057,Córdoba,Andalucía,España
Rute,9824,14058,Córdoba,Andalucía,España
San Sebastián de los Ballesteros,865,14059,Córdoba,Andalucía,España
Santaella,4641,14060,Córdoba,Andalucía,España
Santa Eufemia,685,14061,Córdoba,Andalucía,España
Torrecampo,992,14062,Córdoba,Andalucía,España
Valenzuela,1030,14063,Córdoba,Andalucía,España
Valsequillo,351,14064,Córdoba,Andalucía,España
La Victoria,2320,14065,Córdoba,Andalucía,España
Villa del Río,6852,14066,Córdoba,Andalucía,España
Villafranca de Córdoba,4895,14067,Córdoba,Andalucía,España
Villaharta,630,14068,Córdoba,Andalucía,España
Villanueva de Córdoba,8328,14069,Córdoba,Andalucía,España
Villanueva del Duque,1409,14070,Córdoba,Andalucía,España
Villanueva del Rey,1031,14071,Córdoba,Andalucía,España
Villaralto,1059,14072,Córdoba,Andalucía,España
Villaviciosa de Córdoba,3043,14073,Córdoba,Andalucía,España
El Viso,2499,14074,Córdoba,Andalucía,España
Zuheros,596,14075,Córdoba,Andalucía,España
Fuente Carreteros,1073,14901,Córdoba,Andalucía,España
La Guijarrosa,1358,14902,Córdoba,Andalucía,España
Abegondo,5631,15001,A Coruña,Galicia,España
Ames,33276,15002,A Coruña,Galicia,España
Aranga,1793,15003,A Coruña,Galicia,España
Ares,6275,15004,A Coruña,Galicia,España
Arteixo,34403,15005,A Coruña,Galicia,España
Arzúa,5916,15006,A Coruña,Galicia,España
A Baña,3239,15007,A Coruña,Galicia,España
Bergondo,7135,15008,A Coruña,Galicia,España
Betanzos,13533,15009,A Coruña,Galicia,España
Boimorto,1803,15010,A Coruña,Galicia,España
Boiro,18967,15011,A Coruña,Galicia,España
Boqueixón,4219,15012,A Coruña,Galicia,España
Brión,8192,15013,A Coruña,Galicia,España
Cabana de Bergantiños,4067,15014,A Coruña,Galicia,España
Cabanas,3287,15015,A Coruña,Galicia,España
Camariñas,5075,15016,A Coruña,Galicia,España
Cambre,24765,15017,A Coruña,Galicia,España
A Capela,1165,15018,A Coruña,Galicia,España
Carballo,32120,15019,A Coruña,Galicia,España
Carnota,3780,15020,A Coruña,Galicia,España
Carral,6840,15021,A Coruña,Galicia,España
Cedeira,6547,15022,A Coruña,Galicia,España
Cee,7731,15023,A Coruña,Galicia,España
Cerceda,5116,15024,A Coruña,Galicia,España
Cerdido,1006,15025,A Coruña,Galicia,España
Coirós,1945,15027,A Coruña,Galicia,España
Corcubión,1659,15028,A Coruña,Galicia,España
Coristanco,5710,15029,A Coruña,Galicia,España
A Coruña,251543,15030,A Coruña,Galicia,España
Culleredo,31254,15031,A Coruña,Galicia,España
Curtis,4242,15032,A Coruña,Galicia,España
Dodro,2589,15033,A Coruña,Galicia,España
Dumbría,2716,15034,A Coruña,Galicia,España
Fene,12467,15035,A Coruña,Galicia,España
Ferrol,64367,15036,A Coruña,Galicia,España
Fisterra,4666,15037,A Coruña,Galicia,España
Frades,2117,15038,A Coruña,Galicia,España
Irixoa,1343,15039,A Coruña,Galicia,España
Laxe,2883,15040,A Coruña,Galicia,España
A Laracha,11781,15041,A Coruña,Galicia,España
Lousame,3056,15042,A Coruña,Galicia,España
Malpica de Bergantiños,5232,15043,A Coruña,Galicia,España
Mañón,1218,15044,A Coruña,Galicia,España
Mazaricos,3721,15045,A Coruña,Galicia,España
Melide,7817,15046,A Coruña,Galicia,España
Mesía,2367,15047,A Coruña,Galicia,España
Miño,7108,15048,A Coruña,Galicia,España
Moeche,1194,15049,A Coruña,Galicia,España
Monfero,1816,15050,A Coruña,Galicia,España
Mugardos,5203,15051,A Coruña,Galicia,España
Muxía,4326,15052,A Coruña,Galicia,España
Muros,8173,15053,A Coruña,Galicia,España
Narón,39953,15054,A Coruña,Galicia,España
Neda,4925,15055,A Coruña,Galicia,España
Negreira,6969,15056,A Coruña,Galicia,España
Noia,14123,15057,A Coruña,Galicia,España
Oleiros,38793,15058,A Coruña,Galicia,España
Ordes,12990,15059,A Coruña,Galicia,España
Oroso,7776,15060,A Coruña,Galicia,España
Ortigueira,5384,15061,A Coruña,Galicia,España
Outes,5998,15062,A Coruña,Galicia,España
Paderne,2450,15064,A Coruña,Galicia,España
Padrón,8334,15065,A Coruña,Galicia,España
O Pino,4589,15066,A Coruña,Galicia,España
A Pobra do Caramiñal,9126,15067,A Coruña,Galicia,España
Ponteceso,5268,15068,A Coruña,Galicia,España
Pontedeume,7431,15069,A Coruña,Galicia,España
As Pontes de García Rodríguez,9796,15070,A Coruña,Galicia,España
Porto do Son,9060,15071,A Coruña,Galicia,España
Rianxo,10758,15072,A Coruña,Galicia,España
Ribeira,27102,15073,A Coruña,Galicia,España
Rois,4358,15074,A Coruña,Galicia,España
Sada,17421,15075,A Coruña,Galicia,España
San Sadurniño,2738,15076,A Coruña,Galicia,España
Santa Comba,9442,15077,A Coruña,Galicia,España
Santiago de Compostela,100965,15078,A Coruña,Galicia,España
Santiso,1430,15079,A Coruña,Galicia,España
Sobrado,1830,15080,A Coruña,Galicia,España
As Somozas,1042,15081,A Coruña,Galicia,España
Teo,18968,15082,A Coruña,Galicia,España
Toques,1056,15083,A Coruña,Galicia,España
Tordoia,3152,15084,A Coruña,Galicia,España
Touro,3342,15085,A Coruña,Galicia,España
Trazo,2986,15086,A Coruña,Galicia,España
Valdoviño,6818,15087,A Coruña,Galicia,España
Val do Dubra,3680,15088,A Coruña,Galicia,España
Vedra,4903,15089,A Coruña,Galicia,España
Vilasantar,1233,15090,A Coruña,Galicia,España
Vilarmaior,1242,15091,A Coruña,Galicia,España
Vimianzo,6768,15092,A Coruña,Galicia,España
Zas,4199,15093,A Coruña,Galicia,España
Cariño,3661,15901,A Coruña,Galicia,España
Oza-Cesuras,5159,15902,A Coruña,Galicia,España
Abia de la Obispalía,68,16001,Cuenca,Castilla-La Mancha,España
El Acebrón,234,16002,Cuenca,Castilla-La Mancha,España
Alarcón,173,16003,Cuenca,Castilla-La Mancha,España
Albaladejo del Cuende,196,16004,Cuenca,Castilla-La Mancha,España
Albalate de las Nogueras,261,16005,Cuenca,Castilla-La Mancha,España
Albendea,132,16006,Cuenca,Castilla-La Mancha,España
La Alberca de Záncara,1504,16007,Cuenca,Castilla-La Mancha,España
Alcalá de la Vega,80,16008,Cuenca,Castilla-La Mancha,España
Alcantud,59,16009,Cuenca,Castilla-La Mancha,España
Alcázar del Rey,171,16010,Cuenca,Castilla-La Mancha,España
Alcohujate,25,16011,Cuenca,Castilla-La Mancha,España
Alconchel de la Estrella,75,16012,Cuenca,Castilla-La Mancha,España
Algarra,25,16013,Cuenca,Castilla-La Mancha,España
Aliaguilla,594,16014,Cuenca,Castilla-La Mancha,España
La Almarcha,469,16015,Cuenca,Castilla-La Mancha,España
Almendros,240,16016,Cuenca,Castilla-La Mancha,España
Almodóvar del Pinar,401,16017,Cuenca,Castilla-La Mancha,España
Almonacid del Marquesado,412,16018,Cuenca,Castilla-La Mancha,España
Altarejos,193,16019,Cuenca,Castilla-La Mancha,España
Arandilla del Arroyo,14,16020,Cuenca,Castilla-La Mancha,España
Arcos de la Sierra,77,16022,Cuenca,Castilla-La Mancha,España
Chillarón de Cuenca,907,16023,Cuenca,Castilla-La Mancha,España
Arguisuelas,127,16024,Cuenca,Castilla-La Mancha,España
Arrancacepas,14,16025,Cuenca,Castilla-La Mancha,España
Atalaya del Cañavate,91,16026,Cuenca,Castilla-La Mancha,España
Barajas de Melo,1011,16027,Cuenca,Castilla-La Mancha,España
Barchín del Hoyo,104,16029,Cuenca,Castilla-La Mancha,España
Bascuñana de San Pedro,23,16030,Cuenca,Castilla-La Mancha,España
Beamud,45,16031,Cuenca,Castilla-La Mancha,España
Belinchón,453,16032,Cuenca,Castilla-La Mancha,España
Belmonte,1751,16033,Cuenca,Castilla-La Mancha,España
Belmontejo,122,16034,Cuenca,Castilla-La Mancha,España
Beteta,253,16035,Cuenca,Castilla-La Mancha,España
Boniches,135,16036,Cuenca,Castilla-La Mancha,España
Buciegas,36,16038,Cuenca,Castilla-La Mancha,España
Buenache de Alarcón,447,16039,Cuenca,Castilla-La Mancha,España
Buenache de la Sierra,112,16040,Cuenca,Castilla-La Mancha,España
Buendía,422,16041,Cuenca,Castilla-La Mancha,España
Campillo de Altobuey,1312,16042,Cuenca,Castilla-La Mancha,España
Campillos-Paravientos,112,16043,Cuenca,Castilla-La Mancha,España
Campillos-Sierra,28,16044,Cuenca,Castilla-La Mancha,España
Canalejas del Arroyo,153,16045,Cuenca,Castilla-La Mancha,España
Cañada del Hoyo,221,16046,Cuenca,Castilla-La Mancha,España
Cañada Juncosa,213,16047,Cuenca,Castilla-La Mancha,España
Cañamares,457,16048,Cuenca,Castilla-La Mancha,España
El Cañavate,125,16049,Cuenca,Castilla-La Mancha,España
Cañaveras,230,16050,Cuenca,Castilla-La Mancha,España
Cañaveruelas,110,16051,Cuenca,Castilla-La Mancha,España
Cañete,877,16052,Cuenca,Castilla-La Mancha,España
Cañizares,441,16053,Cuenca,Castilla-La Mancha,España
Carboneras de Guadazaón,797,16055,Cuenca,Castilla-La Mancha,España
Cardenete,479,16056,Cuenca,Castilla-La Mancha,España
Carrascosa,69,16057,Cuenca,Castilla-La Mancha,España
Carrascosa de Haro,87,16058,Cuenca,Castilla-La Mancha,España
Casas de Benítez,872,16060,Cuenca,Castilla-La Mancha,España
Casas de Fernando Alonso,1041,16061,Cuenca,Castilla-La Mancha,España
Casas de Garcimolina,30,16062,Cuenca,Castilla-La Mancha,España
Casas de Guijarro,105,16063,Cuenca,Castilla-La Mancha,España
Casas de Haro,812,16064,Cuenca,Castilla-La Mancha,España
Casas de los Pinos,374,16065,Cuenca,Castilla-La Mancha,España
Casasimarro,3177,16066,Cuenca,Castilla-La Mancha,España
Castejón,120,16067,Cuenca,Castilla-La Mancha,España
Castillejo de Iniesta,94,16068,Cuenca,Castilla-La Mancha,España
Castillejo-Sierra,31,16070,Cuenca,Castilla-La Mancha,España
Castillo-Albaráñez,17,16071,Cuenca,Castilla-La Mancha,España
Castillo de Garcimuñoz,129,16072,Cuenca,Castilla-La Mancha,España
Cervera del Llano,220,16073,Cuenca,Castilla-La Mancha,España
La Cierva,39,16074,Cuenca,Castilla-La Mancha,España
Cuenca,53600,16078,Cuenca,Castilla-La Mancha,España
Cueva del Hierro,27,16079,Cuenca,Castilla-La Mancha,España
Chumillas,49,16081,Cuenca,Castilla-La Mancha,España
Enguídanos,274,16082,Cuenca,Castilla-La Mancha,España
Fresneda de Altarejos,35,16083,Cuenca,Castilla-La Mancha,España
Fresneda de la Sierra,42,16084,Cuenca,Castilla-La Mancha,España
La Frontera,155,16085,Cuenca,Castilla-La Mancha,España
Fuente de Pedro Naharro,1290,16086,Cuenca,Castilla-La Mancha,España
Fuentelespino de Haro,230,16087,Cuenca,Castilla-La Mancha,España
Fuentelespino de Moya,101,16088,Cuenca,Castilla-La Mancha,España
Fuentes,462,16089,Cuenca,Castilla-La Mancha,España
Fuertescusa,65,16091,Cuenca,Castilla-La Mancha,España
Gabaldón,146,16092,Cuenca,Castilla-La Mancha,España
Garaballa,58,16093,Cuenca,Castilla-La Mancha,España
Gascueña,132,16094,Cuenca,Castilla-La Mancha,España
Graja de Campalbo,85,16095,Cuenca,Castilla-La Mancha,España
Graja de Iniesta,343,16096,Cuenca,Castilla-La Mancha,España
Henarejos,134,16097,Cuenca,Castilla-La Mancha,España
El Herrumblar,800,16098,Cuenca,Castilla-La Mancha,España
